DISCIPLINE,DESCRIPTION,CODE,TASK DEFINITION,UNIT,Size,Value
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,8,4
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,10,5
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,12,6
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,14,7
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,16,8
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,18,9
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,20,10
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,24,12
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,30,12
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDL,PIPE DUMMY LEG,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,0.5,1.3
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,0.75,1.3
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,1,1.3
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,1.5,1.3
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,2,1.75
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,2.5,1.95
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,3,2.2
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,4,2.6
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,6,3.9
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,8,5.2
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,10,6.5
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,12,7.8
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,14,9.1
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,16,10.4
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,18,11.7
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,20,13
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,24,15.6
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,30,15.6
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSDLx,PIPE DUMMY LEG (XS),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,0.5,3
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,0.75,3
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,1,3
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,1.5,3
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,2,3
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,2.5,3
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,3,3.5
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,4,3.75
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,6,4
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,8,4.5
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,10,5
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,12,5.5
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,14,6
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,16,7
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,18,8
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,20,9.5
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,24,12
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,30,12
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSH,PIPE HANGER (Clamp),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,0.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,0.75,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,1,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,1.5,4
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,2,4
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,2.5,4
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,3,5
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,4,5.25
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,6,5.5
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,8,6
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,10,6.5
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,12,7.2
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,14,7.7
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,16,8.7
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,18,10
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,20,11.5
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,24,15
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,30,15
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHx,PIPE HANGER (Clamp),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,0.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,0.75,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,1,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,1.5,3
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,2,3
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,2.5,3
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,3,3.5
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,4,3.75
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,6,4
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,8,4.5
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,10,5
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,12,5.5
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,14,6
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,16,7
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,18,8
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,20,9.5
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,24,12
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,30,12
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUG,PIPE HANGER (Lug),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,0.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,0.75,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,1,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,1.5,4
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,2,4
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,2.5,4
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,3,5
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,4,5.25
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,6,5.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,8,6
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,10,6.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,12,7.2
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,14,7.7
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,16,8.7
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,18,10
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,20,11.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,24,15
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,30,15
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGX,PIPE HANGER (Ell Lug),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,0.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,0.75,0.75
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,1,0.8
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,1.5,0.9
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,2,1
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,2.5,1
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,3,1.1
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,4,1.2
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,6,1.3
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,8,1.4
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,10,1.5
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,12,1.65
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,14,1.8
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,16,2
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,18,2.5
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,20,3
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,24,3.5
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,30,3.5
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PCLAMP,PIPE CLAMP w/2-STOPS,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,0.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,0.75,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,1,1.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,1.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,2,1.875
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,2.5,2.25
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,3,2.55
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,4,3
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,6,4.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,8,6
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,10,7.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,12,9
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,14,10.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,16,12
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,18,13.5
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,20,15
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,24,18
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,30,18
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSLUGwt,PIPE WT LUGS (2),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,0.5,4
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,0.75,4
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,1,4
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,1.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,2,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,2.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,3,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,4,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,6,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,8,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,10,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,12,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,14,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,16,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,18,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,20,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,24,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,30,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-US,UTILITY STATION SUPPORTS,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,0.5,6
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,0.75,6
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,1,6
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,1.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,2,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,2.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,3,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,4,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,6,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,8,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,10,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,12,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,14,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,16,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,18,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,20,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,24,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,30,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PS-USx,UTILITY STATION SUPPORTS (Hard),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,0.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,0.75,0.7
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,1,0.7
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,1.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,2,0.75
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,2.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,3,0.8
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,4,0.8
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,6,1.2
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,8,1.2
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,10,2
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,12,2
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,14,2.25
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,16,2.5
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,18,2.75
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,20,3
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,24,4
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,30,4
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAni,PIPE ANCHOR (Non-Insul),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,0.5,1
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,0.75,1
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,1,1
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,1.5,1
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,2,1.1
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,2.5,1.1
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,3,1.2
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,4,1.2
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,6,1.75
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,8,1.75
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,10,3
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,12,3
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,14,3.5
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,16,4
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,18,4.5
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,20,5
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,24,6
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,30,6
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,48,FALSE
